str_id	sound	map	english	chinese	source
str_385237	vo_9_11_300_2_h	persona	Stay there, Kane. I'm a medic!	待在那儿，Kane。我是医疗兵！	sndshd
str_385238	vo_9_11_300_3_h	persona	Kane, I'll be right there to fix you up!	Kane，我马上过去给你包扎！	sndshd
str_385239	vo_9_11_300_4_h	persona	Wait a minute, Kane! I'll heal you.	等一下，Kane！我来治你。	sndshd
str_385240	vo_9_11_30_1_h	persona	Corporal, I'm a little preoccupied at the moment.	{furrow}下士，我这会儿有点忙。	sndshd
str_385241	vo_9_11_30_2_h	persona	Move along. I'm busy.	{furrow}走开，我忙着呢。	sndshd
str_385242	vo_9_11_310_1_h	persona	Would you be still?	你能不能别动？	sndshd
str_385243	vo_9_11_310_2_h	persona	The more you move, the longer this takes.	你越乱动，我弄得越慢。	sndshd
str_385244	vo_9_11_310_3_h	persona	Don't move.	不要动。	sndshd
str_385245	vo_9_11_310_4_h	persona	Just give me a few seconds here.	就给我几秒钟。	sndshd
str_385246	vo_9_11_310_5_h	persona	You're a lousy patient.	你这病人可真难伺候。	sndshd
str_385247	vo_9_11_320_1_h	persona	Done! Move out, Marine.	好了！出发吧，弟兄。	sndshd
str_385248	vo_9_11_320_2_h	persona	That's as much as I can do.	我只能帮你到这儿了。	sndshd
str_385249	vo_9_11_320_3_h	persona	Go on, I'm done.	走吧，我这边完事了。	sndshd
str_385250	vo_9_11_320_4_h	persona	That's as good as it gets.	这已经是最好的效果了。	sndshd
str_385251	vo_9_11_80_1_h	persona	Man down! Man down!	有人中弹！有人中弹！	sndshd
str_385252	vo_9_11_80_2_h	persona	We just lost a Marine!	我们刚损失了一名队员！	sndshd
str_385253	vo_9_11_80_3_h	persona	We've got a casualty here!	这边有人伤亡！	sndshd
str_385254	vo_9_11_80_4_h	persona	We're dropping like flies!	我们的人一个接一个地倒！	sndshd
str_385255	vo_9_11_90_1_h	persona	Yeah! I nailed 'em!	爽！被我撂倒了！	sndshd
str_385256	vo_9_11_90_2_h	persona	And I'm getting' paid to do this!	干这活儿居然还有钱拿！	sndshd
str_385257	vo_9_11_90_3_h	persona	Bring on another one!	再来一个！	sndshd
str_385258	vo_9_11_90_4_h	persona	Ha, ha!	哈哈！	sndshd
str_385259	vo_9_11_90_5_h	persona	Don't mess with a Marine!	别惹陆战队员！	sndshd
str_385260	vo_9_11_90_6_h	persona	Yeeeah!	爽——！	sndshd
str_385261	vo_9_11_90_7_h	persona	Squib is down!	杂碎倒下了！	sndshd
str_385262	vo_9_11_90_8_h	persona	Burn forever, freak.	下地狱慢慢烧吧，怪胎。	sndshd
str_385263	vo_9_12_130_1_h	persona	Hey, nice shot. You sure saved my ass.	嘿，好枪法。你可真救了我一条命。	sndshd
str_385264	vo_9_12_130_2_h	persona	Thanks for savin' me. Guess this makes you my guardian angel.	多谢救命。看来你成我的守护天使了。	sndshd
str_385265	vo_9_12_130_3_h	persona	Thanks, Marine. I hope I can return the favor.	谢了，弟兄。希望我能还你这个人情。	sndshd
str_385266	vo_9_12_140_1_h	persona	Yeah! That's the way to do it, Marine!	爽！就得这么干，弟兄！	sndshd
str_385267	vo_9_12_140_2_h	persona	Ha, ha, ha, haaaa!	哈哈哈哈——！	sndshd
str_385268	vo_9_12_140_3_h	persona	That was freakin' beautiful! 	刚才那下简直绝了！	sndshd
str_385269	vo_9_12_140_4_h	persona	Shit, that was great!	妈的，太漂亮了！	sndshd
str_385270	vo_9_12_140_5_h	persona	Niiiice!	漂——亮！	sndshd
str_385271	vo_9_12_140_6_h	persona	Marine, you got some talents.	弟兄，你是真有两下子。	sndshd
str_385272	vo_9_12_140_7_h	persona	It's a pleasure to watch you work, Soldier.	看你干活真是种享受，士兵。	sndshd
str_385273	vo_9_12_140_8_h	persona	You freakin' nailed his ass!	你把他崩得漂漂亮亮！	sndshd
str_385274	vo_9_12_150_1_h	persona	Don't pull that trigger unless you're sure of your target!	{furrow}没看准目标就别扣扳机！	sndshd
str_385275	vo_9_12_150_2_h	persona	You just freakin' shot me!	{furrow}你他妈刚打中我了！	sndshd
str_385276	vo_9_12_150_3_h	persona	Are you blind?	{furrow}你瞎了吗？	sndshd
str_385277	vo_9_12_150_4_h	persona	Are you some squib sympathizer?	{furrow}你是不是心疼那帮杂碎？	sndshd
str_385278	vo_9_12_150_5_h	persona	Do not fire at me, Soldier!	{furrow}不许朝我开火，士兵！	sndshd
str_385279	vo_9_12_160_1_h	persona	You just fragged a human!	{furrow}你刚干掉了一个人类！	sndshd
str_385280	vo_9_12_160_2_h	persona	Hey, moron, you just killed a Marine!	{furrow}嘿，蠢货，你刚杀了一名陆战队员！	sndshd
str_385281	vo_9_12_160_3_h	persona	I should have you thrown in the brig for that!	{furrow}就凭这个，我该把你扔进禁闭室！	sndshd
str_385282	vo_9_12_200_1_h	persona	We got enemies behind us!	敌人在我们后面！	sndshd
str_385283	vo_9_12_200_2_h	persona	Freaks are in back!	怪胎在后面！	sndshd
str_385284	vo_9_12_200_3_h	persona	There's Strogg behind you!	你背后有 Strogg！	sndshd
str_385285	vo_9_12_210_1_h	persona	There's Strogg to the left!	左边有 Strogg！	sndshd
str_385286	vo_9_12_210_2_h	persona	Contact to the left!	左侧发现敌人！	sndshd
str_385287	vo_9_12_210_3_h	persona	They're flanking left!	他们在从左翼包抄！	sndshd
str_385288	vo_9_12_220_1_h	persona	Enemy on the right.	右边有敌人。	sndshd
str_385289	vo_9_12_220_2_h	persona	There's one to your right!	你右边有一个！	sndshd
str_385290	vo_9_12_230_1_h	persona	There's Strogg up there!	上面有 Strogg！	sndshd
str_385291	vo_9_12_230_2_h	persona	There's a squib up high!	高处有个杂碎！	sndshd
str_385292	vo_9_12_230_3_h	persona	Look, we got Strogg above us!	看，上面有 Strogg！	sndshd
str_385293	vo_9_12_240_1_h	persona	You're already dead.	你已经是个死人了。	sndshd
str_385294	vo_9_12_240_2_h	persona	I'm gonna mess you up, freak!	我要把你拆了，怪胎！	sndshd
str_385295	vo_9_12_240_3_h	persona	It's ass kickin' time!	揍人时间到！	sndshd
str_385296	vo_9_12_240_4_h	persona	Bring it on!	放马过来！	sndshd
str_385297	vo_9_12_240_5_h	persona	Come on, freak!	来啊，怪胎！	sndshd
str_385298	vo_9_12_240_6_h	persona	You eyeballin' me, squib?	你瞅我干嘛，杂碎？	sndshd
str_385299	vo_9_12_260_1_h	persona	(pain grunt)	（受伤音）	sndshd
str_385300	vo_9_12_260_2_h	persona	(pain grunt)	（受伤音）	sndshd
str_385301	vo_9_12_260_3_h	persona	(pain grunt)	（受伤音）	sndshd
str_385302	vo_9_12_260_4_h	persona	(pain grunt)	（受伤音）	sndshd
str_385303	vo_9_12_270_1_h	persona	(death yell)	（死亡音）	sndshd
str_385304	vo_9_12_270_2_h	persona	(death yell)	（死亡音）	sndshd
str_385305	vo_9_12_270_3_h	persona	(death yell)	（死亡音）	sndshd
str_385306	vo_9_12_290_1_h	persona	Wait a minute! I'm a medic!	等等！我是医疗兵！	sndshd
str_385307	vo_9_12_290_2_h	persona	Don't go anywhere! I'll heal you up.	哪儿也别去！我来给你治伤。	sndshd
str_385308	vo_9_12_290_3_h	persona	Stay there! I've got a medpack for you!	待在那儿！我这有医疗包！	sndshd
str_385309	vo_9_12_300_1_h	persona	Kane, I'm a medic! Wait there!	Kane，我是医疗兵！在那儿等着！	sndshd
str_385310	vo_9_12_300_2_h	persona	I'm on my way, Kane! I've got a medpack for you!	我这就来，Kane！医疗包给你备着呢！	sndshd
str_385311	vo_9_12_300_3_h	persona	Kane, stay put. I'll patch you up!	Kane，别动。我来给你包扎！	sndshd
str_385312	vo_9_12_300_4_h	persona	Wait right there, Kane! I'll try to fix you up.	就在那儿等着，Kane！我来想办法治好你。	sndshd
str_385313	vo_9_12_310_1_h	persona	Damn it, hold still.	该死，别乱动。	sndshd
str_385314	vo_9_12_310_2_h	persona	This won't hurt a bit.	一点都不疼的。	sndshd
str_385315	vo_9_12_310_3_h	persona	Gimme a few seconds and you'll be okay.	给我几秒钟，你就没事了。	sndshd
str_385316	vo_9_12_310_4_h	persona	Here's a medpack.	给，医疗包。	sndshd
str_385317	vo_9_12_310_5_h	persona	This is just what the doctor ordered.	这就叫对症下药。	sndshd
str_385318	vo_9_12_320_1_h	persona	I've done what I can. Go get 'em soldier.	我能做的都做了。上吧，大兵。	sndshd
str_385319	vo_9_12_320_2_h	persona	All done. Now try and keep low, would ya?	全好了。以后记得放低身子，成不？	sndshd
str_385320	vo_9_12_320_3_h	persona	That's it! Go frag some Strogg!	好了！去痛宰 Strogg 吧！	sndshd
str_385321	vo_9_12_320_4_h	persona	You're good to go.	你没问题了，上吧。	sndshd
str_385322	vo_9_12_360_1_h	persona	Wait up, Kane, and I'll fix your body armor.	等等，Kane，我来修你的护甲。	sndshd
str_385323	vo_9_12_370_1_h	persona	Just wait a second and I'll be done.	稍等一下，马上就好。	sndshd
str_385324	vo_9_12_370_2_h	persona	One minute and you'll be back in the battle.	一分钟后你就能重返战场。	sndshd
str_385325	vo_9_12_370_3_h	persona	Hold still. I'll fix your armor.	别动。我来修护甲。	sndshd
str_385326	vo_9_12_380_1_h	persona	There you go. Try to be a little more careful, all right?	好了。下回当心着点，行吗？	sndshd
str_385327	vo_9_12_380_2_h	persona	That's all I can do. See you around, marine.	我只能修成这样了。回见，陆战队员。	sndshd
str_385328	vo_9_12_380_3_h	persona	Finihed. Back into the war, marine. 	完工。回战场去吧，陆战队员。	sndshd
str_385329	vo_9_12_80_1_h	persona	Marine down! I repeat, Marine down!	陆战队员倒下了！重复，陆战队员倒下了！	sndshd
str_385330	vo_9_12_80_2_h	persona	They're picking us apart!	我们正被他们逐个点名！	sndshd
str_385331	vo_9_12_80_3_h	persona	They just iced a Marine!	他们刚干掉了一名队员！	sndshd
str_385332	vo_9_12_80_4_h	persona	We're taking casualties!	我们出现伤亡了！	sndshd
str_385333	vo_9_12_90_1_h	persona	Hell yeah!	太他妈爽了！	sndshd
str_385334	vo_9_12_90_2_h	persona	Oooorah!	呜——啦！	sndshd
str_385335	vo_9_12_90_3_h	persona	Where's my next victim?	下一个送死的在哪儿？	sndshd
str_385336	vo_9_12_90_4_h	persona	Ha, ha, ha, ha!	哈哈哈哈！	sndshd
str_385337	vo_9_12_90_5_h	persona	Fear me, freak!	怕了吧，怪胎！	sndshd
str_385338	vo_9_12_90_6_h	persona	You're not so tough now!	现在不嚣张了吧！	sndshd
str_385339	vo_9_12_90_7_h	persona	I just kicked your ass, freak!	你被我揍趴下了，怪胎！	sndshd
str_385340	vo_9_12_90_8_h	persona	You Strogg ain't worth shit!	你们 Strogg 屁都不值！	sndshd
str_385341	vo_9_13_130_1_h	persona	I should be dead right now. Thanks, Corporal.	按理说我这会儿已经死了。谢了，下士。	sndshd
str_385342	vo_9_13_130_2_h	persona	I owe you, Marine.	我欠你个人情，陆战队员。	sndshd
str_385343	vo_9_13_130_3_h	persona	You saved me. Thanks, buddy.	你救了我。谢了，伙计。	sndshd
str_385344	vo_9_13_140_1_h	persona	Oh, that was beautiful!	哦，太漂亮了！	sndshd
str_385345	vo_9_13_140_2_h	persona	Ha, ha, ha, haaaa!	哈哈哈哈——！	sndshd
str_385346	vo_9_13_140_3_h	persona	You do the Marine's proud, Soldier!	你给陆战队长脸了，大兵！	sndshd
str_385347	vo_9_13_140_4_h	persona	Damn, Corporal. You got some skill with that weapon.	好家伙，下士。你这枪法真有两下子。	sndshd
str_385348	vo_9_13_140_5_h	persona	Did you do that?	那是你干的？	sndshd
str_385349	vo_9_13_140_6_h	persona	You truly are a terror!	你可真是个煞星！	sndshd
str_385350	vo_9_13_140_7_h	persona	Oh yeah!	爽！	sndshd
str_385351	vo_9_13_140_8_h	persona	Shit! That was great!	妈的！太漂亮了！	sndshd
str_385352	vo_9_13_150_1_h	persona	Check your freakin' line of fire!	{furrow}看清你那该死的射界！	sndshd
str_385353	vo_9_13_150_2_h	persona	Damn it! You just shot me!	{furrow}该死！你打到我了！	sndshd
str_385354	vo_9_13_150_3_h	persona	Watch the friendly fire Corporal!	{furrow}当心误伤友军，下士！	sndshd
str_385355	vo_9_13_150_4_h	persona	You coulda killed me!	{furrow}你差点把我打死！	sndshd
str_385356	vo_9_13_150_5_h	persona	Check your fire, damn it!	{furrow}看着点打，该死的！	sndshd
str_385357	vo_9_13_160_1_h	persona	You just iced one of us!	{furrow}你刚干掉了一个自己人！	sndshd
str_385358	vo_9_13_160_2_h	persona	Your friendly fire just killed a Marine!	{furrow}你的误伤刚打死了一个陆战队员！	sndshd
str_385359	vo_9_13_160_3_h	persona	You just killed a freakin' soldier!	{furrow}你刚打死了一个自家大兵！	sndshd
str_385360	vo_9_13_200_1_h	persona	Look behind you!	看你身后！	sndshd
str_385361	vo_9_13_200_2_h	persona	There in back!	后面！就在那儿！	sndshd
str_385362	vo_9_13_200_3_h	persona	We've got weapons fire in back!	后方有交火！	sndshd
str_385363	vo_9_13_210_1_h	persona	Strogg on the left!	左边有 Strogg！	sndshd
str_385364	vo_9_13_210_2_h	persona	Look to your left!	看你左边！	sndshd
str_385365	vo_9_13_210_3_h	persona	On the left flank!	左翼！	sndshd
str_385366	vo_9_13_220_1_h	persona	Aim to the right!	瞄准右边！	sndshd
str_385367	vo_9_13_220_2_h	persona	There's squibs to the right!	右边有杂碎！	sndshd
str_385368	vo_9_13_230_1_h	persona	There's Strogg up there!	上面有 Strogg！	sndshd
str_385369	vo_9_13_230_2_h	persona	Look up!	往上看！	sndshd
str_385370	vo_9_13_230_3_h	persona	Aim above us!	瞄准上面！	sndshd
str_385371	vo_9_13_240_1_h	persona	I own you, freak!	你归我了，怪胎！	sndshd
str_385372	vo_9_13_240_2_h	persona	Got a squib right here!	这儿就有个杂碎！	sndshd
str_385373	vo_9_13_240_3_h	persona	Let's dance!	来过过招吧！	sndshd
str_385374	vo_9_13_240_4_h	persona	Bring it!	放马过来！	sndshd
str_385375	vo_9_13_240_5_h	persona	It's go time!	开干了！	sndshd
str_385376	vo_9_13_240_6_h	persona	You're dead meat, squib!	你死定了，杂碎！	sndshd
str_385377	vo_9_13_250_1_h	persona	Hmmm?	嗯……？	sndshd
str_385378	vo_9_13_250_2_h	persona	Yeah?	干嘛？	sndshd
str_385379	vo_9_13_250_3_h	persona	What?	干嘛？	sndshd
str_385380	vo_9_13_260_1_h	persona	(pain grunt)	（受伤音）	sndshd
str_385381	vo_9_13_260_2_h	persona	(pain grunt)	（受伤音）	sndshd
str_385382	vo_9_13_260_3_h	persona	(pain grunt)	（受伤音）	sndshd
str_385383	vo_9_13_260_4_h	persona	(pain grunt)	（受伤音）	sndshd
str_385384	vo_9_13_270_1_h	persona	(death yell)	（死亡音）	sndshd
str_385385	vo_9_13_270_2_h	persona	(death yell)	（死亡音）	sndshd
str_385386	vo_9_13_270_3_h	persona	(death yell)	（死亡音）	sndshd
str_385387	vo_9_13_290_1_h	persona	Stay right there! I'll heal you!	就待在那儿！我来治你！	sndshd
str_385388	vo_9_13_290_2_h	persona	Keep down! I'll be right there to patch you up!	趴低点！我马上过来给你包扎！	sndshd
str_385389	vo_9_13_290_3_h	persona	Don't move! I'm a medic!	别动！我是医疗兵！	sndshd
str_385390	vo_9_13_300_1_h	persona	Corporal Kane, don't move! I'll heal you up!	Kane 下士，别动！我来给你治伤！	sndshd
str_385391	vo_9_13_300_2_h	persona	I'm a medic, Kane. Stay there - I'll fix you up!	我是医疗兵，Kane。待着别动——我这就来治你！	sndshd
str_385392	vo_9_13_300_3_h	persona	Hold up, Corporal Kane. I'm a medic!	停一下，Kane 下士。我是医疗兵！	sndshd
str_385393	vo_9_13_300_4_h	persona	Stay at your position, Kane. I'll heal you.	待在原地，Kane。我来治你。	sndshd
str_385394	vo_9_13_30_1_h	persona	Sorry, buddy. I'm a little busy.	{furrow}抱歉，伙计。我这儿有点忙。	sndshd
str_385395	vo_9_13_30_2_h	persona	Excuse me, but I'm busy.	{furrow}不好意思，我正忙着呢。	sndshd
str_385396	vo_9_13_310_1_h	persona	This doesn't look so bad.	伤得不算重嘛。	sndshd
str_385397	vo_9_13_310_2_h	persona	Looks like you need a medpack.	看样子你需要个医疗包。	sndshd
str_385398	vo_9_13_310_3_h	persona	Stop fidgeting.	别扭来扭去的。	sndshd
str_385399	vo_9_13_310_4_h	persona	Just stay put for a minute longer.	再多待一会儿别动。	sndshd
str_385400	vo_9_13_310_5_h	persona	This won't take long.	用不了多久。	sndshd
str_385401	vo_9_13_320_1_h	persona	See? That didn't hurt a bit.	瞧见没？一点都不疼吧。	sndshd
str_385402	vo_9_13_320_2_h	persona	Go on. That's the best I can do.	去吧。我只能治到这份上了。	sndshd
str_385403	vo_9_13_320_3_h	persona	Done. Now go ice some freaks, Marine!	好了。去干翻几个怪胎吧，陆战队员！	sndshd
str_385404	vo_9_13_320_4_h	persona	That's it. You're back in action.	行了。你可以重返战斗了。	sndshd
str_385405	vo_9_13_360_1_h	persona	Kane, wait. Your armor's damaged.	Kane，等等。你的护甲坏了。	sndshd
str_385406	vo_9_13_360_2_h	persona	Corporal Kane. Wait, and I'll repair your armor.	Kane 下士。等一下，我来修你的护甲。	sndshd
str_385407	vo_9_13_360_3_h	persona	I can fix your armor, Kane.	我能修好你的护甲，Kane。	sndshd
str_385408	vo_9_13_370_1_h	persona	I'l have you patched up in no time.	马上就给你修得妥妥的。	sndshd
str_385409	vo_9_13_370_2_h	persona	This won't take long.	用不了多久。	sndshd
str_385410	vo_9_13_370_3_h	persona	Just a few seconds and you'll be right back into the fight.	就几秒钟，你马上就能重回战斗。	sndshd
str_385411	vo_9_13_380_1_h	persona	You're good to go, marine.	好了，上吧，大兵。	sndshd
str_385412	vo_9_13_380_2_h	persona	That's all I can do. Good luck.	我只能做到这一步了。祝你好运。	sndshd
str_385413	vo_9_13_380_3_h	persona	There, finished. Now try to be more careful. 	好，修好了。以后多加小心。	sndshd
str_385414	vo_9_13_80_1_h	persona	A Marine was just iced!	刚有个陆战队员被干掉了！	sndshd
str_385415	vo_9_13_80_2_h	persona	The damn Strogg are wearin' us down!	这帮该死的 Strogg 快把我们耗干了！	sndshd
str_385416	vo_9_13_80_3_h	persona	Shit, we just lost a man!	妈的，我们又折了一个人！	sndshd
str_385417	vo_9_13_80_4_h	persona	They fragged another soldier!	他们又干掉了一个弟兄！	sndshd
str_385418	vo_9_13_90_1_h	persona	Oh yeah I liked that!	哦耶，太带劲了！	sndshd
str_385419	vo_9_13_90_2_h	persona	Oooorah!	呜——啦！	sndshd
str_385420	vo_9_13_90_3_h	persona	You're lookin' mighty dead, freak!	瞧你这死相，怪胎！	sndshd
str_385421	vo_9_13_90_4_h	persona	Ha, ha!	哈哈！	sndshd
str_385422	vo_9_13_90_5_h	persona	That rocked!	真带劲！	sndshd
str_385423	vo_9_13_90_6_h	persona	Now I gotta scrape you off my boots.	完了我还得把你从靴底刮下来。	sndshd
str_385424	vo_9_13_90_7_h	persona	Ain't war hell? Ha, ha!	都说战争是地狱，哈哈！	sndshd
str_385425	vo_9_13_90_8_h	persona	Is it any wonder I love the Corps?	你说我能不爱陆战队吗？	sndshd
str_385426	vo_9_14_130_1_h	persona	Thanks, buddy.	谢了，伙计。	sndshd
str_385427	vo_9_14_130_2_h	persona	Damn, you saved my life!	好家伙，你救了我一命！	sndshd
str_385428	vo_9_14_130_3_h	persona	Looks like you handle Strogg better than me. Thanks for helpin' me out.	看来你对付 Strogg 比我在行。多谢帮我解围。	sndshd
str_385429	vo_9_14_140_1_h	persona	I bet he didn't like that at all.	我敢打赌他可一点都不好受。	sndshd
str_385430	vo_9_14_140_2_h	persona	That was freakin' great!	真他妈漂亮！	sndshd
str_385431	vo_9_14_140_3_h	persona	Wow! Nice!	哇哦！漂亮！	sndshd
str_385432	vo_9_14_140_4_h	persona	Good job!	干得好！	sndshd
str_385433	vo_9_14_140_5_h	persona	Shit. He ain't gettin' up from that.	妈的，这下他别想爬起来了。	sndshd
str_385434	vo_9_14_140_6_h	persona	He looks pretty dead to me.	要我看，他是死透了。	sndshd
str_385435	vo_9_14_140_7_h	persona	Not bad! 	不赖嘛！	sndshd
str_385436	vo_9_14_140_8_h	persona	You really busted him up!	你把他轰了个稀烂！	sndshd
str_385437	vo_9_14_150_1_h	persona	Always check your line of fire!	{furrow}开火前先看清射界！	sndshd
str_385438	vo_9_14_150_2_h	persona	Watch your freakin' target!	{furrow}看清你那该死的目标！	sndshd
str_385439	vo_9_14_150_3_h	persona	You just hit me!	{furrow}你打到我了！	sndshd
str_385440	vo_9_14_150_4_h	persona	Stop shooting! I'm on your side!	{furrow}别开枪了！我是自己人！	sndshd
str_385441	vo_9_14_150_5_h	persona	Hey! Watch the friendly fire!	{furrow}嘿！当心误伤友军！	sndshd
str_385442	vo_9_14_160_1_h	persona	You just fragged a soldier!	{furrow}你刚干掉了一个自己人！	sndshd
str_385443	vo_9_14_160_2_h	persona	Calm down, and stop shooting marines!	{furrow}冷静点，别再朝陆战队员开枪了！	sndshd
str_385444	vo_9_14_160_3_h	persona	Check your target, Marine!	{furrow}看清目标，陆战队员！	sndshd
str_385445	vo_9_14_200_1_h	persona	Look out behind you!	当心身后！	sndshd
str_385446	vo_9_14_200_2_h	persona	In back!	后面！	sndshd
str_385447	vo_9_14_200_3_h	persona	Strogg are behind you!	Strogg 在你身后！	sndshd
str_385448	vo_9_14_210_1_h	persona	We got Strogg on the left!	左边有 Strogg！	sndshd
str_385449	vo_9_14_210_2_h	persona	They're trying to flank left!	他们想从左边包抄！	sndshd
str_385450	vo_9_14_210_3_h	persona	They're on your left!	他们在你左边！	sndshd
str_385451	vo_9_14_220_1_h	persona	They're flanking right!	他们在从右翼包抄！	sndshd
str_385452	vo_9_14_220_2_h	persona	Aim to the right!	瞄准右边！	sndshd
str_385453	vo_9_14_230_1_h	persona	There's Strogg above us!	上面有 Strogg！	sndshd
str_385454	vo_9_14_230_2_h	persona	Look up!	往上看！	sndshd
str_385455	vo_9_14_230_3_h	persona	Strogg are up there!	Strogg 在上头！	sndshd
str_385456	vo_9_14_240_1_h	persona	Bring it, freak!	放马过来，怪胎！	sndshd
str_385457	vo_9_14_240_2_h	persona	Gimme your best shot!	使出你的看家本事来！	sndshd
str_385458	vo_9_14_240_3_h	persona	Got a freak right here!	这儿有个怪胎！	sndshd
str_385459	vo_9_14_240_4_h	persona	What do ya got, squib?	你有几斤几两，杂碎？	sndshd
str_385460	vo_9_14_240_5_h	persona	You're all mine!	你是我的了！	sndshd
str_385461	vo_9_14_240_6_h	persona	I hope you like pain, freak!	但愿你喜欢吃苦头，怪胎！	sndshd
str_385462	vo_9_14_260_1_h	persona	(pain grunt)	（受伤音）	sndshd
str_385463	vo_9_14_260_2_h	persona	(pain grunt)	（受伤音）	sndshd
str_385464	vo_9_14_260_3_h	persona	(pain grunt)	（受伤音）	sndshd
str_385465	vo_9_14_260_4_h	persona	(pain grunt)	（受伤音）	sndshd
str_385466	vo_9_14_270_1_h	persona	(death yell)	（死亡音）	sndshd
str_385467	vo_9_14_270_2_h	persona	(death yell)	（死亡音）	sndshd
str_385468	vo_9_14_270_3_h	persona	(death yell)	（死亡音）	sndshd
str_385469	vo_9_14_290_1_h	persona	Remain there, soldier! I've got a medpack!	待在那儿，大兵！我有医疗包！	sndshd
str_385470	vo_9_14_290_2_h	persona	Stay put! I'll fix you up!	别动！我来治好你！	sndshd
str_385471	vo_9_14_290_3_h	persona	Marine! Hold up!	陆战队员！停一下！	sndshd
str_385472	vo_9_14_300_1_h	persona	Corporal Kane, remain there! I'm a medic!	Kane 下士，待在那儿！我是医疗兵！	sndshd
str_385473	vo_9_14_300_2_h	persona	I've got a medpack for you, Corporal Kane.	Kane 下士，我这有医疗包给你。	sndshd
str_385474	vo_9_14_300_3_h	persona	Stay where you are, Kane. I'll heal you.	待在原地，Kane。我来治你。	sndshd
str_385475	vo_9_14_300_4_h	persona	Corporal Kane, don't move. I'll be there with a medpack in a second.	Kane 下士，别动。我马上带医疗包过去。	sndshd
str_385476	vo_9_14_30_1_h	persona	Can't talk right now.	现在没空说话。	sndshd
str_385477	vo_9_14_30_2_h	persona	Can't you find someone else to annoy?	{furrow}你就不能去烦别人吗？	sndshd
str_385478	vo_9_14_310_1_h	persona	Marine, you gotta remember to duck once in a while.	陆战队员，你得记着时不时低头躲一躲。	sndshd
str_385479	vo_9_14_310_2_h	persona	Here, this should help.	来，这个应该管用。	sndshd
str_385480	vo_9_14_310_3_h	persona	One minute and you'll be fine.	一分钟就好，你会没事的。	sndshd
str_385481	vo_9_14_310_4_h	persona	Would you hold still?	你能不能别乱动？	sndshd
str_385482	vo_9_14_310_5_h	persona	One medpack, comin' up.	医疗包一份，这就来。	sndshd
str_385483	vo_9_14_320_1_h	persona	You're done. Move out Marine.	好了。出发吧，陆战队员。	sndshd
str_385484	vo_9_14_320_2_h	persona	Okay, that's it.	行，搞定了。	sndshd
str_385485	vo_9_14_320_3_h	persona	Finished. You're back in the war Marine.	搞定。回战场去吧，陆战队员。	sndshd
str_385486	vo_9_14_320_4_h	persona	There you go. See you around.	好了。回头见。	sndshd
str_385487	vo_9_14_80_1_h	persona	Marine down!	有队员倒下了！	sndshd
str_385488	vo_9_14_80_2_h	persona	We've just taken a casualty.	我们刚折了一个人。	sndshd
str_385489	vo_9_14_80_3_h	persona	There's not gonna be many of us left at this rate.	照这么打下去，我们剩不了几个人。	sndshd
str_385490	vo_9_14_80_4_h	persona	The bastards fragged one of us!	那帮混蛋干掉了我们一个弟兄！	sndshd
str_385491	vo_9_14_90_1_h	persona	Ha, ha! This is gettin' fun!	哈哈！越来越有意思了！	sndshd
str_385492	vo_9_14_90_2_h	persona	Eat it, Strogg!	吃我一枪，Strogg！	sndshd
str_385493	vo_9_14_90_3_h	persona	Yeah!	爽！	sndshd
str_385494	vo_9_14_90_4_h	persona	Ha, ha, ha, haaaaa!	哈哈哈哈——！	sndshd
str_385495	vo_9_14_90_5_h	persona	Oooorah!	呜——啦！	sndshd
str_385496	vo_9_14_90_6_h	persona	A shame you didn't live a little longer.	可惜你没能多活一会儿。	sndshd
str_385497	vo_9_14_90_7_h	persona	Look at you all busted up, freak!	瞧瞧你这稀巴烂的德行，怪胎！	sndshd
str_385498	vo_9_14_90_8_h	persona	Score one for the marines.	陆战队再添一分。	sndshd
str_385499	vo_9_15_130_2_h	persona	Thanks, Corporal. You're a regular hero.	谢了，下士。你真是个正儿八经的英雄。	sndshd
str_385500	vo_9_15_130_3_h	persona	That Strogg woulda fragged me if it weren't for you.	要不是你，那 Strogg 早把我干掉了。	sndshd
str_385501	vo_9_15_140_1_h	persona	That Strogg didn't know what hit 'em!	那 Strogg 到死都不知道自己怎么死的！	sndshd
str_385502	vo_9_15_140_2_h	persona	Nice work!	干得漂亮！	sndshd
str_385503	vo_9_15_140_3_h	persona	That was great!	太漂亮了！	sndshd
str_385504	vo_9_15_140_4_h	persona	You're quite a shot!	你这枪法真了得！	sndshd
str_385505	vo_9_15_140_5_h	persona	That Strogg's outta commission.	那 Strogg 彻底报废了。	sndshd
str_385506	vo_9_15_140_6_h	persona	That was sweet!	太漂亮了！	sndshd
str_385507	vo_9_15_140_7_h	persona	Great kill!	杀得漂亮！	sndshd
str_385508	vo_9_15_140_8_h	persona	Smoooth!	干净利落！	sndshd
str_385509	vo_9_15_150_1_h	persona	Check your freakin' fire!	{furrow}你他妈看着点打！	sndshd
str_385510	vo_9_15_150_2_h	persona	Damn it! Watch your target!	{furrow}该死！看清目标！	sndshd
str_385511	vo_9_15_150_3_h	persona	Check your line of fire.	{furrow}看清你的射界。	sndshd
str_385512	vo_9_15_150_4_h	persona	Knock that shit off!	把那破玩意儿关了！	sndshd
str_385513	vo_9_15_150_5_h	persona	What in hell are you doin'?	{furrow}你到底在搞什么鬼？	sndshd
