str_id	sound	map	english	chinese	source
str_380171	vo_3_1_34_30_2	network2	Please, Corporal - use the teleporter. Men are dying as you hesitate to enter the Core.	拜托，下士，快用传送器。你在核心区门口每犹豫一秒，就有人在送命。	sndshd
str_380172	vo_3_1_34_30_3	network2	Corporal Kane, it is imperative you use the teleporter now. The Nexus must be destroyed.	Kane 下士，你必须立刻使用传送器。Nexus 非摧毁不可。	sndshd
str_380173	vo_3_1_14_10_1	process1	Kane, this is Morris. Data Processing Tower's shut down. Looks like the Strogg are trying to stop us from reaching the core. You'll have to find  a way to bring it back online. Sledge is on his way. He should rendezvous with you shortly. Good luck. Morris out.	Kane，我是 Morris。数据处理塔断电停摆了，看来 Strogg 是想阻止我们接近核心区。你得想办法让它恢复运转。Sledge 已经在路上，很快会和你会合。祝好运。Morris，通话完毕。	sndshd
str_380174	vo_3_1_14_20_1	process1	Good job, Kane. The building's back online.	干得好，Kane。整栋建筑恢复运转了。	sndshd
str_380175	vo_3_1_14_30_1	process1	Kane, this is Morris. Sledge just arrived at the Processing Tower. Hook up with him as soon as you can.	Kane，我是 Morris。Sledge 刚到数据处理塔，尽快跟他会合。	sndshd
str_380176	vo_3_1_14_60_1	process1	Gentlemen, Strauss's finally arrived at the Data Networking Tower. Your mission is gonna become more technical so I'm handing over communications to him. Good luck, guys. Get this mission done. Morris out.	先生们，Strauss 总算抵达数据网络塔了。接下来的任务技术含量会越来越高，通讯指挥就交给他了。祝好运，伙计们，把任务给我拿下。Morris，通话完毕。	sndshd
str_380177	vo_3_1_14_6_1	process1	Cortez, this is Morris. Are you and Kane at the Processing Tower yet?	Cortez，我是 Morris。你和 Kane 到数据处理塔了吗？	sndshd
str_380178	vo_3_1_14_6_3	process1	Okay, drop off Kane. You're needed at the Networking Tower right away. Another tramcar will be sent for Kane once he's taken care of the security station at the top of the Processing Tower.	好，让 Kane 下车。数据网络塔那边马上需要你。等 Kane 解决掉数据处理塔顶的安全站，会再派一辆轨道车去接他。	sndshd
str_380179	vo_3_1_14_6_5	process1	No can do, Alex. Sledge will be here soon enough to lend Kane a hand.	不行，Alex。Sledge 很快就到，会给 Kane 搭把手。	sndshd
str_380180	vo_3_1_14_70_1	process1	Greetings, Corporals, this is Strauss. I have finally being to hack into the Nexus. Soon I will know all there is to know about the tower you are in.	各位下士，你们好，我是 Strauss。我总算侵入 Nexus 了。用不了多久，你们所在塔楼的底细我就能摸得一清二楚。	sndshd
str_380181	vo_3_1_14_80_1	process1	The large machines in the area you have just entered are data pumps. They move information from the Networking Tower to the Storage Tower. This is a vital area to the Strogg so expect to meet strong resistance.	你们刚进入的区域里，那些大型机器是数据泵，负责把信息从数据网络塔输送到数据存储塔。这里对 Strogg 至关重要，准备好迎接顽强抵抗吧。	sndshd
str_380182	vo_3_1_14_110_2	process2	They are information routers... but they appear to be out of alignment. Kane should be able use the consoles to correct this problem.	那是信息路由器……不过看起来偏离了校准位。Kane 应该能用控制台修正这个问题。	sndshd
str_380183	vo_3_1_14_110_3	process2	That data stream you see will act as a guide. Once it�s path is corrected, the stream will lead you to the top floors of the processing tower.	你看到的那道数据流会充当向导。修正它的路径之后，它就会把你引到处理塔的顶层。	sndshd
str_380184	vo_3_1_14_135_3	process2	We�re almost to the Processing Tower but we�ve been intercepted by a squadron of fliers!	我们快到处理塔了，却被一中队飞行器拦截了！	sndshd
str_380185	vo_3_1_14_140_1	process2	Maybe, mayday! My pod�s been hit! I�m going down! I�m going down!!	求救，求救！我的着陆舱被击中了！我在坠落！我在坠落！！	sndshd
str_380186	vo_3_1_14_140_6	process2	Navigation�s out . . . . propulsion�s damaged. I�m coming in like a rock!	导航失灵……推进器受损。我这是直接往下砸啊！	sndshd
str_380187	vo_3_1_14_175_2	process2	There is nothing I can do for you in that section. Kane will have to find a solution.	那个区域我无能为力。只能靠 Kane 自己想办法了。	sndshd
str_380188	vo_3_1_15_50_1	process2	The Core security interlock from the Processing Tower is now active. Well done, Corporal Kane. Sergeant Slidjonovitch, I would ask you to remain there and not allow the Strogg to reset that console.	数据处理塔通往核心的安全联锁已经解除。干得好，Kane 下士。还有 Slidjonovitch 中士，请你留在原地，别让 Strogg 重置那台控制台。	sndshd
str_380189	vo_3_1_15_50_3	process2	Kane, you must now take the elevator down to the tram station and then take a tram to the Data Networking tower. I will meet you there. Strauss, out.	Kane，现在乘电梯下到轨道车站，再乘轨道车前往数据网络塔，我在那里等你。Strauss 通话完毕。	sndshd
str_380190	vo_2_2_4_120_1	recomp	You're in the sterilization control room. There should be a way to turn on the system.	你在消毒控制室里。应该有办法把系统打开。	sndshd
str_380191	vo_2_2_4_125_1	recomp	Hey! You did it! The sterilization system is online.	嘿！你成功了！消毒系统启动了。	sndshd
str_380192	vo_2_2_4_90_1	recomp	Great. Looks like the whole system needs to be rebooted. You're gonna have to locate and restart both the sterilization and assembly subsystems.	好嘛。看来整套系统都得重启。你得把消毒和装配两个子系统都找到，挨个重启。	sndshd
str_380193	vo_3_1_0_10_1	storage1	First wave has launched. All Pods are in the green.	第一波已发射。所有投送舱状态正常。	sndshd
str_380194	vo_3_1_0_20_1	storage1	Funny, the Hannibal doesn't look as damaged from here.	有意思，从这儿看，汉尼拔号伤得没那么重嘛。	sndshd
str_380195	vo_3_1_0_30_1	storage1	Crap! There's anti-aircraft coming from all directions.	糟了！四面八方全是防空火力。	sndshd
str_380196	vo_3_1_0_40_1	storage1	Do not deviate from assigned flight plans.	不得偏离既定飞行计划。	sndshd
str_380197	vo_3_1_0_50_1	storage1	Mayday! Mayday! I'm hit! I'm goin' down!	求救！求救！我中弹了！我要坠落了！	sndshd
str_380198	vo_3_1_0_60_1	storage1	The shields around the terminals are affecting navigation. Watch your landing vectors.	终端周围的护盾正在干扰导航，注意你们的着陆矢量。	sndshd
str_380199	vo_3_1_0_70_1	storage1	There's a fire in my pod! I can't get fire suppression to activate!	我的舱里起火了！灭火系统启动不了！	sndshd
str_380200	vo_3_1_0_80_1	storage1	Dammit! Navigation is down. I'm flyin' blind!	该死！导航失灵了，我这是在盲飞！	sndshd
str_380201	vo_3_1_1_120_1	storage1	This is Private Terrance Garr. My pod crashed. I need a medic. I... I think my left leg's been severed.	我是列兵 Terrance Garr。我的空投舱坠毁了，需要医疗兵。我……我的左腿好像整个断掉了。	sndshd
str_380202	vo_3_1_1_135_1	storage1	Cobra squad, I'm in the level below you. I could use a hand here.	眼镜蛇小队，我在你们下面一层。这边需要搭把手。	sndshd
str_380203	vo_3_1_1_135_2	storage1	We're on our way.	我们这就过去。	sndshd
str_380204	vo_3_1_1_140_1	storage1	I hate flying in those freakin' pods. They're big metal coffins.	我最烦坐那破空投舱了。那就是一口口大铁棺材。	sndshd
str_380205	vo_3_1_1_145_1	storage1	We've done it, HQ! We've broken into the main armory!	我们成功了，总部！我们攻进主军械库了！	sndshd
str_380206	vo_3_1_1_30_1	storage1	Shit! My nav computer is screwed up! I'm gonna crash! I'm gonna....	妈的！导航电脑失灵了！我要坠毁了！我要……	sndshd
str_380207	vo_3_1_1_35_1	storage1	My pod landed in a lower floor and it's pitch black in here. Somebody tell me where I am.	我的空投舱落到下层了，这里面漆黑一片。谁能告诉我我在哪儿？	sndshd
str_380208	vo_3_1_1_50_1	storage1	Someone get me out of this pod! Heeelp meee.	谁来把我从这舱里弄出去！救——命——啊。	sndshd
str_380209	vo_3_1_1_55_1	storage1	We just located the pod containing Captain Marin's body. I think I'm gonna be sick.	我们刚找到装着 Marin 上尉遗体的空投舱。我想吐。	sndshd
str_380210	vo_3_1_1_70_1	storage1	To all Marines at the Storage Tower. This is Lt.Hollenbeck. Regroup at my position ASAP.	数据存储塔的全体陆战队员注意，我是 Hollenbeck 中尉。尽快到我的位置集结。	sndshd
str_380211	vo_3_1_1_80_1	storage1	Aaaah! My pod! It's on fire!!!	啊——！我的空投舱！着火了！！！	sndshd
str_380212	vo_3_1_1_85_1	storage1	HQ, this is Cobra Squad. We have assembled and are advancing.	总部，这里是眼镜蛇小队。我们已集结完毕，正在推进。	sndshd
str_380213	vo_3_1_2_35_1	storage1	HQ, this is Kodiak squad and we're in deep shit. Send... aaahh!	总部，这里是棕熊小队。我们麻烦大了。快派……啊——！	sndshd
str_380214	vo_3_1_2_50_1	storage1	Rutger and Mills, accompany Kane down to distribution.	Rutger、Mills，陪 Kane 下配电区。	sndshd
str_380215	vo_3_1_2_50_2	storage1	Will do.	遵命。	sndshd
str_380216	vo_3_1_2_55_1	storage1	Somebody help me! I'm trapped down in level 8. They're gonna be coming through any second!	谁来救救我！我被困在第 8 层了。它们随时都会冲进来！	sndshd
str_380217	vo_3_1_3_170_1	storage1	Kane. This is Rhodes. Find me, we gotta get moving.	Kane，我是 Rhodes。来找我，咱们得赶紧行动。	sndshd
str_380218	vo_3_1_3_170_2	storage1	Kane, where are you? Find me so we can get the hell out of here.	Kane，你在哪儿？快来找我，咱们好离开这鬼地方。	sndshd
str_380219	vo_3_1_3_170_3	storage1	Kane, this is Rhodes. What are you doin'? Find me so we can get on with our mission.	Kane，我是 Rhodes。你磨蹭什么呢？快来找我，咱们好继续执行任务。	sndshd
str_380220	vo_3_1_3_180_2	storage1	Greetings, Corporal Rhodes. You must locate the security interfaces. There is one at the top of each tower that must be disabled to gain access to the Core. But be careful, only Corporal Kane can access them.	你好，Rhodes 下士。你们必须找到安保接口。每座塔的顶部各有一个，全部解除后才能进入核心。但要小心，只有 Kane 下士才能操作它们。	sndshd
str_380221	vo_3_1_3_50_1	storage1	This is Falcon 1, awaiting activation of the hangar doors.	这里是猎鹰一号，等待机库大门开启。	sndshd
str_380222	vo_3_1_3_50_2	storage1	This is Falcon 1. We're burning up fuel here. I need those hangar doors opened.	这里是猎鹰一号。我们在白白烧油，赶紧把机库大门打开。	sndshd
str_380223	vo_3_1_3_50_3	storage1	This is Falcon 1, what's the hold up? This zone is hot and I need to land!	这里是猎鹰一号，还在磨蹭什么？这片空域交火激烈，我必须降落！	sndshd
str_380224	vo_3_1_3_55_1	storage1	That heat source in the center of the building is moving rapidly towards the hangar. Whatever it is, you can bet it isn't friendly.	大楼中央的那个热源正快速逼近机库。不管那是什么，保准不是友军。	sndshd
str_380225	vo_3_1_3_57_1	storage1	Hot damn, the hangar doors are open! Falcon 1 to commence landing procedure.	好家伙，机库大门开了！猎鹰一号开始降落程序。	sndshd
str_380226	vo_3_1_3_60_1	storage1	Falcon 1 has landed. Troops are being deployed. Shit, something's under the hangar floor.	猎鹰一号已着陆，部队正在下机。妈的，机库地板下面有东西。	sndshd
str_380227	vo_3_1_3_60_2	storage1	Shit. It's trying to beat it's way through. Immediate dust off in...	妈的，它想砸穿地板冲上来。立即起飞，倒计时……	sndshd
str_380228	vo_3_1_3_70_1	storage1	A Strogg creature just tore through the hangar floor like it was wet cardboard. It's huge - I estimate 30 feet tall. We're taking heavy casualties.	一头 Strogg 怪物刚把机库地板撕开了，跟撕湿纸板似的。这家伙巨大无比，目测有三十英尺高。我们伤亡惨重。	sndshd
str_380229	vo_3_1_3_80_1	storage1	The creature... is almost impervious... to light weapons fire!	那怪物……轻武器火力……几乎伤不了它！	sndshd
str_380230	vo_3_1_3_90_1	storage1	Nothing's slowing it down!	什么都拦不住它！	sndshd
str_380231	vo_3_1_4_80_1	storage1	Well done, Corporal Kane! The Core security interface from Data Storage is disabled. Corporal Rhodes, you should remain there and guard the console in case the Strogg should attempt to reactivate it. Corporal Kane should locate the tram and take it to the Data Processing Tower. There he will have to deactivate the second security station at the top. Strauss out.	干得好，Kane 下士！数据存储塔通往核心的安全接口已解除。Rhodes 下士，你应留在原地看守控制台，以防 Strogg 试图将其重新激活。Kane 下士则应找到轨道车，乘它前往数据处理塔，在塔顶解除第二个安全站。Strauss 通话完毕。	sndshd
str_380232	vo_3_1_2_125_1	storage2	HQ, this Cobra squad. We've just taken level five and we are continuing to advance.	总部，这里是眼镜蛇小队。我们刚拿下第五层，正继续推进。	sndshd
str_380233	vo_3_1_2_180_1	storage2	Kane, this is Hollenbeck. Good job, the TSD's are being redeployed. Now get back up here on the double.	Kane，我是 Hollenbeck。干得好，TSD 正在重新部署。现在跑步回到上面来。	sndshd
str_380234	vo_3_1_5_1_1	tram1	HQ, this is Scorpion squad. We�ve taken heavy casualties and need an evac at the bridge extraction point.	总部，这里是天蝎小队。我们伤亡惨重，请求在大桥撤离点实施撤离。	sndshd
str_380235	vo_3_1_5_1_2	tram1	Scorpion, no evac units are in your immediate area. Secure the bridge control room and sit tight.	天蝎小队，你们附近没有撤离单位。守住大桥控制室，原地待命。	sndshd
str_380236	vo_3_1_5_1_3	tram1	Secure the bridge? What the hell with? There�s only two of us left.	守住大桥？拿个屁守啊？我们就剩两个人了。	sndshd
str_380237	vo_3_1_5_1_4	tram1	Do the best you can, Scorpion. An evac unit is en route. HQ, out.	尽力撑住，天蝎小队。撤离单位已在路上。总部通话完毕。	sndshd
str_380238	vo_2_1_2_220_1	walker	All right, Marines, haul ass. The clock is ticking and this is one flight we don�t wanna miss.	好了，弟兄们，撒腿快跑。时间不等人，这趟班机咱们可误不起。	sndshd
str_380239	vo_2_1_2_230_1	walker	H Q, this is Viper squad! Our Lieutenant is severely wounded. Request immediate evac.	总部，这里是毒蛇小队！我们中尉伤势严重，请求立即撤离。	sndshd
str_380240	vo_2_1_2_230_2	walker	I wish we could help but evac from your current location is impossible. That zone is too hot.	我们也想帮忙，但你们当前位置无法撤离。那片区域交火太激烈了。	sndshd
str_380241	vo_2_1_2_230_3	walker	Shit. All right, thanks HQ. We�ll get out of here somehow.	妈的。行吧，多谢总部。我们自己想办法出去。	sndshd
str_380242	vo_2_1_2_240_1	walker	This is Eagle 17, preparing to make a strafing run.	这里是雄鹰十七号，准备进行一轮扫射。	sndshd
str_380243	vo_2_1_2_300_1	walker	This is command HQ to all units. A full retreat has been ordered. All squads are to meet at Waste Facility for immediate evac.	指挥总部呼叫各单位。全面撤退命令已经下达。所有小队立即前往废料处理厂集合，马上撤离。	sndshd
str_380244	vo_2_1_2_320_1	walker	H Q! H Q! This is Kodiak squad. Strogg have overrun our position. I request an immediate artillery barrage on our location!	总部！总部！这里是棕熊小队。Strogg 已经冲垮了我们的阵地。请求立即向我方坐标实施炮火覆盖！	sndshd
str_380245	vo_2_1_2_330_1	walker	Walker Squad Bison, you are directed to take up a defensive position at your current location.	野牛机甲小队，命令你们在当前位置转入防御。	sndshd
str_380246	vo_2_1_2_330_2	walker	H Q, there�s a shitload of Strogg on our tail.	总部，我们屁股后面咬着一大帮 Strogg。	sndshd
str_380247	vo_2_1_2_330_4	walker	Understood. Bison Squad, full halt and deploy weapons. We�re buying the evac some time.	明白。野牛小队，全体停止前进，展开武器。我们给撤离争取时间。	sndshd
str_380248	vo_2_1_2_340_1	walker	Eagle 2, Eagle 9, this is Eagle 12. Form up on me.  Let�s see if we can�t offer Bison squad some assistance.	雄鹰二号、雄鹰九号，这里是雄鹰十二号。向我编队。咱们去给野牛小队搭把手。	sndshd
str_380249	vo_2_2_7_50_1	waste	There are freakin' zombies down here. I just killed one, but it bit me. Shit, I need the medic.	下面全他妈是僵尸。我刚干掉一个，可被它咬了。妈的，我得找医疗兵。	sndshd
str_380250	vo_2_2_7_60_1	waste	Where the hell is everyone? I can't get readings on any medchips. We gotta regroup or they're gonna pick us apart.	人都他妈哪儿去了？所有医疗芯片都读不到信号。再不集结，我们就要被它们一个个撕碎了。	sndshd
str_380251	vo_1_1_0_01_2	airdefense_intro	Warning!  Incoming attack!	警告！敌方来袭！	sndshd
str_380254	vo_1_1_0_01_21	airdefense_intro	We're hit! Another missile's locked on. Firing counter measures.	我们中弹了！又一枚导弹锁定，正在发射干扰弹。	sndshd
str_385726	vo_1_2_0_10_1	convoy1	Kane, this is Voss. Grab a ride with Corporal Spencer. He's in a truck nearby. Report to Sergeant Bidwell when you get to the Death convoy. Voss, out.	Kane，我是 Voss。搭 Spencer 下士的车过去，他就在附近的卡车上。到死亡车队后向 Bidwell 中士报到。Voss，完毕。	sndshd
str_385727	vo_1_2_0_11_1	convoy1	This is Eagle 3 on flyby, if there's Strogg in the area, they're keeping out of sight.	这里是雄鹰 3 号正在飞越，如果这区域有 Strogg，他们藏得很隐蔽。	sndshd
str_385728	vo_1_2_0_16_1	convoy1	This is Walker 4 of Bison Squad on patrol. All clear.	这里是野牛小队机甲 4 号，正在巡逻。一切正常。	sndshd
str_385729	vo_1_2_0_65_1	convoy1	I've got signal lock. He's not gettin' away from me this time.	信号已锁定。这次他跑不掉了。	sndshd
str_385730	vo_1_2_0_66_1	convoy1	Where the hell did he go?	他妈的跑哪儿去了？	sndshd
str_385731	vo_1_2_0_90_1	convoy1	Kane, this is voss. We can't move forward until you take out the turrets defending this area.	Kane，我是 Voss。在你摧毁这一带的防御炮台之前，我们无法前进。	sndshd
str_385732	vo_1_2_1_100_1	convoy1	Kane, we got landmines ahead. You're gonna have to shoot 'em to detonate 'em.	Kane，前方有地雷。你得射击它们来引爆。	sndshd
str_385733	vo_1_2_1_102_1	convoy1	Crap, that must be one of those drop turrets. They're dropped by stealth air units flying in low orbit. Intel says these buggers are nasty.	糟了，那是空投炮塔。低轨道隐形飞行器投下的，情报说这玩意儿不好对付。	sndshd
str_385734	vo_1_2_1_105_1	convoy1	HQ, this is Famine. We are in transit now.	总部，这里是饥荒车队。我们已出发。	sndshd
str_385735	vo_1_2_1_105_2	convoy1	Roger that, Famine. Pestilence is already underway. Godspeed.	收到，饥荒。瘟疫车队已经上路了。祝好运。	sndshd
str_385736	vo_1_2_1_108_1	convoy1	Rhodes! Get up here pronto and disarm these land mines.	Rhodes！马上上来，把这些地雷拆掉。	sndshd
str_385737	vo_1_2_1_109_1	convoy1	Kane, protect Rhodes! He's the only one who can disarm those mines.	Kane，掩护 Rhodes！只有他能拆这些地雷。	sndshd
str_385738	vo_1_2_1_115_1	convoy1	HQ, this is War.	总部，这里是战争车队。	sndshd
str_385739	vo_1_2_1_115_2	convoy1	This is HQ, go ahead.	总部收到，请讲。	sndshd
str_385740	vo_1_2_1_115_3	convoy1	We are proceeding to checkpoint one.	我们正向一号检查点推进。	sndshd
str_385741	vo_1_2_1_120_1	convoy1	Kane, this is Voss. Keep your eyes open. Intelligence just is reporting a high concentration of Strogg in your vicinity.	Kane，我是 Voss。保持警惕。情报显示你附近有大量 Strogg 集结。	sndshd
str_385742	vo_1_2_1_125_1	convoy1	HQ, this is Eagle 8. We are doing a flyby of Famine. Everything is in the green.	总部，这里是雄鹰 8 号。我们正飞越饥荒车队。一切正常。	sndshd
str_385743	vo_1_2_1_135_1	convoy1	HQ, this is Death. We are moving forward and will keep you apprised of our status.	总部，这里是死亡车队。我们正在前进，会随时报告状况。	sndshd
str_385744	vo_1_2_1_140_1	convoy1	You're doing a great job, Corporal. But keep sharp - there's still reports of Strogg in the area.	干得不错，下士。但保持警觉，这一带仍有 Strogg 出没的报告。	sndshd
str_385745	vo_1_2_1_145_1	convoy1	HQ, HQ, this is War. We are under attack from Strogg infantry.	总部，总部，这里是战争车队。我们遭到 Strogg 步兵攻击。	sndshd
str_385746	vo_1_2_1_145_2	convoy1	Roger that, War. Air support has been dispatched.	收到，战争。空中支援已经派出。	sndshd
str_385747	vo_1_2_1_147_1	convoy1	War, this is Eagle 9. You might want to duck and cover 'cause this is gonna get messy.	战争车队，这里是雄鹰 9 号。你们最好趴下找掩护，因为接下来会很猛烈。	sndshd
str_385748	vo_1_2_1_147_2	convoy1	Woo hoo! Nice shootin', Eagle 9.	好嘞！干得漂亮，雄鹰 9 号。	sndshd
str_385749	vo_1_2_1_147_3	convoy1	My pleasure.	乐意效劳。	sndshd
str_385750	vo_1_2_1_147_4	convoy1	HQ, this is War. We are resuming our mission.	总部，这里是战争车队。我们恢复执行任务。	sndshd
str_385751	vo_1_2_1_150_1	convoy1	HQ, this is Pestilence. We have reached check point one and are proceeding to check point two.	总部，这里是瘟疫车队。我们已到达一号检查点，正继续向二号检查点推进。	sndshd
str_385752	vo_1_2_1_170_1	convoy1	Death, this is HQ. What is your status?	死亡车队，这里是总部。你们情况如何？	sndshd
str_385753	vo_1_2_1_170_2	convoy1	We are in the green and proceeding forward.	一切正常，正在继续前进。	sndshd
str_385754	vo_1_2_1_170_3	convoy1	Very good. HQ out.	很好。总部完毕。	sndshd
str_385755	vo_1_2_1_180_1	convoy1	Good job back there, Kane. You kept 'em off us. Here's your stop. Go ahead and get off.	干得好，Kane。你帮我们挡住了它们。你到站了，下车吧。	sndshd
str_385756	vo_1_2_1_190_1	convoy1	It's been a pleasure, Kane. Watch yourself.	很荣幸与你同行，Kane。多加小心。	sndshd
str_385757	vo_1_2_1_200_1	convoy1	Kane, this is Voss. You see that laser fence in front of you? We're gonna need your help taking it down.	Kane，我是 Voss。看到你前面的激光栅栏了吗？我们需要你的帮忙把它打掉。	sndshd
str_385758	vo_1_2_1_200_2	convoy1	HQ! HQ! This is the convoy Famine!! The Strogg have launched missiles on us.	总部！总部！这里是饥荒车队！Strogg 向我们发射了导弹！	sndshd
str_385759	vo_1_2_1_200_3	convoy1	Famine, this is HQ. Air support is on its way.	饥荒，这里是总部。空中支援正在路上。	sndshd
str_385760	vo_1_2_1_200_4	convoy1	Negative. Do not send back up. The area is swarming with Strogg. We're a lost cause.	不用了。不要派增援。这片区域到处是 Strogg。我们没救了。	sndshd
str_385761	vo_1_2_1_200_5	convoy1	Kane, you still there? We're down to three convoys so haul ass meet me at the building just up ahead. We need you to take down that fence. Voss, out.	Kane，你还在吗？我们只剩下三支车队了，赶紧到前面那栋建筑和我会合。我们需要你打掉那个栅栏。Voss，完毕。	sndshd
str_385762	vo_1_2_1_40_2	convoy1	Affirmative Death. Now switching to frequency 5 1 2.	收到，死亡。现在切换到 512 频率。	sndshd
str_385763	vo_1_2_1_80_1	convoy1	Welcome aboard, Corporal Kane. I hope you're handy with that weapon. We're gonna traveling through some pretty hot zones.	欢迎登车，Kane 下士。希望你那把武器用得顺手。我们要穿过几个交战激烈的区域。	sndshd
str_385764	vo_1_2_1_92_1	convoy1	To the right!	右边！	sndshd
str_385765	vo_1_2_3_30_1	convoy1	Kane, this is Lt.Voss. Head towards the facility dead ahead. See you there. Voss, out.	Kane，我是 Voss 中尉。朝正前方的设施前进。那里见。Voss，完毕。	sndshd
str_385844	vo_1_1_11_30_1	mcc_1	You are... Corporal Kane of Rhino Squad. Welcome aboard the Hannibal. You aren't expected at the briefing for a while. Feel free to look around the ship.	你是……犀牛小队的 Kane 下士。欢迎登上汉尼拔号。离汇报还有一阵子，你可以随便转转。	sndshd
